tiempo,nivel,pozo_1,pozo_2,pozo_3
6586,-28.09435970848645,0.0,0.0,0.0
6587,-28.100930937869123,0.0,0.0,0.0
6588,-28.10750236562882,0.0,0.0,0.0
6589,-28.11407399171447,0.0,0.0,0.0
6590,-28.120645816144023,0.0,0.0,0.0
6591,-28.12721783900438,0.0,0.0,0.0
6592,-28.13379006045133,0.0,0.0,0.0
6593,-28.14036248070949,0.0,0.0,0.0
6594,-28.14693510007226,0.0,0.0,0.0
6595,-28.153507918901706,0.0,0.0,0.0
6596,-28.160080937628543,0.0,0.0,0.0
6597,-28.166654156751996,0.0,0.0,0.0
6598,-28.173227576839782,0.0,0.0,0.0
6599,-28.179801198527986,0.0,0.0,0.0
6600,-28.186375022520984,0.0,0.0,0.0
6601,-28.192949049591356,0.0,0.0,0.0
6602,-28.199523280579783,0.0,0.0,0.0
6603,-28.206097716394968,0.0,0.0,0.0
6604,-28.212672358013506,0.0,0.0,0.0
6605,-28.219247206479814,0.0,0.0,0.0
6606,-28.225822262906,0.0,0.0,0.0
6607,-28.232397528471743,0.0,0.0,0.0
6608,-28.238973004424217,0.0,0.0,0.0
6609,-28.24554869207792,0.0,0.0,0.0
6610,-28.25212459281461,0.0,0.0,0.0
6611,-28.258700708083122,0.0,0.0,0.0
6612,-28.26527703939929,0.0,0.0,0.0
6613,-28.271853588345778,0.0,0.0,0.0
6614,-28.278430356571963,0.0,0.0,0.0
6615,-28.285007345793783,0.0,0.0,0.0
6616,-28.291584557793612,0.0,0.0,0.0
6617,-28.298161994420102,0.0,0.0,0.0
6618,-28.304739657588016,0.0,0.0,0.0
6619,-28.31131754927811,0.0,0.0,0.0
6620,-28.317895671536952,0.0,0.0,0.0
6621,-28.324474026476764,0.0,0.0,0.0
6622,-28.331052616275258,0.0,0.0,0.0
6623,-28.33763144317547,0.0,0.0,0.0
6624,-28.3442105094856,0.0,0.0,0.0
6625,-28.3507898175788,0.0,0.0,0.0
6626,-28.357369369893036,0.0,0.0,0.0
6627,-28.363949168930894,0.0,0.0,0.0
6628,-28.370529217259367,0.0,0.0,0.0
6629,-28.377109517509705,0.0,0.0,0.0
6630,-28.38369007237717,0.0,0.0,0.0
6631,-28.39027088462092,0.0,0.0,0.0
6632,-28.396851957063703,0.0,0.0,0.0
6633,-28.403433292591753,0.0,0.0,0.0
6634,-28.410014894154507,0.0,0.0,0.0
6635,-28.41659676476442,0.0,0.0,0.0
6636,-28.423178907496766,0.0,0.0,0.0
6637,-28.429761325489388,0.0,0.0,0.0
6638,-28.43634402194248,0.0,0.0,0.0
6639,-28.442927000118402,0.0,0.0,0.0
6640,-28.449510263341363,0.0,0.0,0.0
6641,-28.45609381499727,0.0,0.0,0.0
6642,-28.462677658533455,0.0,0.0,0.0
6643,-28.469261797458408,0.0,0.0,0.0
6644,-28.475846235341578,0.0,0.0,0.0
6645,-28.4824309758131,0.0,0.0,0.0
6646,-28.489016022563522,0.0,0.0,0.0
6647,-28.495601379343583,0.0,0.0,0.0
6648,-28.50218704996393,0.0,0.0,0.0
6649,-28.508773038294848,0.0,0.0,0.0
6650,-28.51535934826601,0.0,0.0,0.0
6651,-28.52194598386619,0.0,0.0,0.0
6652,-28.52853294914298,0.0,0.0,0.0
6653,-28.53512024820253,0.0,0.0,0.0
6654,-28.541707885209245,0.0,0.0,0.0
6655,-28.548295864385494,0.0,0.0,0.0
6656,-28.554884190011343,0.0,0.0,0.0
6657,-28.561472866424232,0.0,0.0,0.0
6658,-28.568061898018673,0.0,0.0,0.0
6659,-28.574651289245978,0.0,0.0,0.0
6660,-28.58124104461392,0.0,0.0,0.0
6661,-28.587831168686424,0.0,0.0,0.0
6662,-28.59442166608328,0.0,0.0,0.0
6663,-28.601012541479786,0.0,0.0,0.0
6664,-28.607603799606444,0.0,0.0,0.0
6665,-28.614195445248633,0.0,0.0,0.0
6666,-28.620787483246275,0.0,0.0,0.0
6667,-28.627379918493506,0.0,0.0,0.0
6668,-28.63397275593833,0.0,0.0,0.0
6669,-28.640566000582282,0.0,0.0,0.0
6670,-28.647159657480064,0.0,0.0,0.0
6671,-28.65375373173924,0.0,0.0,0.0
6672,-28.660348228519823,0.0,0.0,0.0
6673,-28.666943153033976,0.0,0.0,0.0
6674,-28.67353851054561,0.0,0.0,0.0
6675,-28.68013430637002,0.0,0.0,0.0
6676,-28.68673054587356,0.0,0.0,0.0
6677,-28.69332723447321,0.0,0.0,0.0
6678,-28.699924377636254,0.0,0.0,0.0
6679,-28.706521980879852,0.0,0.0,0.0
6680,-28.71312004977071,0.0,0.0,0.0
6681,-28.719718589924646,0.0,0.0,0.0
6682,-28.726317607006226,0.0,0.0,0.0
6683,-28.732917106728358,0.0,0.0,0.0
6684,-28.739517094851895,0.0,0.0,0.0
6685,-28.746117577185256,0.0,0.0,0.0
6686,-28.75271855958398,0.0,0.0,0.0
6687,-28.759320047950364,0.0,0.0,0.0
6688,-28.765922048233,0.0,0.0,0.0
6689,-28.772524566426426,0.0,0.0,0.0
6690,-28.77912760857064,0.0,0.0,0.0
6691,-28.78573118075072,0.0,0.0,0.0
6692,-28.79233528909637,0.0,0.0,0.0
6693,-28.798939939781533,0.0,0.0,0.0
6694,-28.805545139023916,0.0,0.0,0.0
6695,-28.812150893084578,0.0,0.0,0.0
6696,-28.818757208267485,0.0,0.0,0.0
6697,-28.82536409091906,0.0,0.0,0.0
6698,-28.83197154742776,0.0,0.0,0.0
6699,-28.8385795842236,0.0,0.0,0.0
6700,-28.84518820777772,0.0,0.0,0.0
6701,-28.851797424601934,0.0,0.0,0.0
6702,-28.858407241248244,0.0,0.0,0.0
6703,-28.86501766430841,0.0,0.0,0.0
6704,-28.871628700413485,0.0,0.0,0.0
6705,-28.878240356233313,0.0,0.0,0.0
6706,-28.8848526384761,0.0,0.0,0.0
6707,-28.89146555388793,0.0,0.0,0.0
6708,-28.89807910925226,0.0,0.0,0.0
6709,-28.90469331138949,0.0,0.0,0.0
6710,-28.911308167156452,0.0,0.0,0.0
6711,-28.917923683445913,0.0,0.0,0.0
6712,-28.924539867186134,0.0,0.0,0.0
6713,-28.93115672534033,0.0,0.0,0.0
6714,-28.93777426490621,0.0,0.0,0.0
6715,-28.944392492915473,0.0,0.0,0.0
6716,-28.9510114164333,0.0,0.0,0.0
6717,-28.957631042557882,0.0,0.0,0.0
6718,-28.964251378419885,0.0,0.0,0.0
6719,-28.970872431181967,0.0,0.0,0.0
6720,-28.97749420803825,0.0,0.0,0.0
6721,-28.98411671621385,0.0,0.0,0.0
6722,-28.99073996296432,0.0,0.0,0.0
6723,-28.997363955575146,0.0,0.0,0.0
6724,-29.003988701361266,0.0,0.0,0.0
6725,-29.010614207666507,0.0,0.0,0.0
6726,-29.017240481863084,0.0,0.0,0.0
6727,-29.02386753135108,0.0,0.0,0.0
6728,-29.030495363557918,0.0,0.0,0.0
6729,-29.037123985937825,0.0,0.0,0.0
6730,-29.043753405971316,0.0,0.0,0.0
6731,-29.050383631164664,0.0,0.0,0.0
6732,-29.057014669049355,0.0,0.0,0.0
6733,-29.063646527181568,0.0,0.0,0.0
6734,-29.070279213141625,0.0,0.0,0.0
6735,-29.076912734533472,0.0,0.0,0.0
6736,-29.08354709898412,0.0,0.0,0.0
6737,-29.090182314143114,0.0,0.0,0.0
6738,-29.096818387681992,0.0,0.0,0.0
6739,-29.10345532729375,0.0,0.0,0.0
6740,-29.110093140692268,0.0,0.0,0.0
6741,-29.116731835611795,0.0,0.0,0.0
6742,-29.123371419806382,0.0,0.0,0.0
6743,-29.130011901049343,0.0,0.0,0.0
6744,-29.136653287132706,0.0,0.0,0.0
6745,-29.143295585866642,0.0,0.0,0.0
6746,-29.14993880507894,0.0,0.0,0.0
6747,-29.156582952614446,0.0,0.0,0.0
6748,-29.163228036334488,0.0,0.0,0.0
6749,-29.16987406411634,0.0,0.0,0.0
6750,-29.176521043852667,0.0,0.0,0.0
6751,-29.183168983450965,0.0,0.0,0.0
6752,-29.189817890833,0.0,0.0,0.0
6753,-29.19646777393425,0.0,0.0,0.0
6754,-29.203118640703334,0.0,0.0,0.0
6755,-29.20977049910148,0.0,0.0,0.0
6756,-29.216423357101956,0.0,0.0,0.0
6757,-29.223077222689476,0.0,0.0,0.0
6758,-29.229732103859693,0.0,0.0,0.0
6759,-29.23638800861859,0.0,0.0,0.0
6760,-29.24304494498195,0.0,0.0,0.0
6761,-29.24970292097477,0.0,0.0,0.0
6762,-29.25636194463073,0.0,0.0,0.0
6763,-29.26302202399158,0.0,0.0,0.0
6764,-29.269683167106635,0.0,0.0,0.0
6765,-29.276345382032172,0.0,0.0,0.0
6766,-29.28300867683089,0.0,0.0,0.0
6767,-29.289673059571314,0.0,0.0,0.0
6768,-29.296338538327298,0.0,0.0,0.0
6769,-29.303005121177375,0.0,0.0,0.0
6770,-29.309672816204262,0.0,0.0,0.0
6771,-29.316341631494282,0.0,0.0,0.0
6772,-29.32301157513679,0.0,0.0,0.0
6773,-29.32968265522361,0.0,0.0,0.0
6774,-29.3363548798485,0.0,0.0,0.0
6775,-29.343028257106564,0.0,0.0,0.0
6776,-29.349702795093698,0.0,0.0,0.0
6777,-29.356378501906057,0.0,0.0,0.0
6778,-29.363055385639445,0.0,0.0,0.0
6779,-29.36973345438881,0.0,0.0,0.0
6780,-29.376412716247657,0.0,0.0,0.0
6781,-29.3830931793075,0.0,0.0,0.0
6782,-29.389774851657307,0.0,0.0,0.0
6783,-29.396457741382946,0.0,0.0,0.0
6784,-29.403141856566616,0.0,0.0,0.0
6785,-29.409827205286323,0.0,0.0,0.0
6786,-29.41651379561531,0.0,0.0,0.0
6787,-29.423201635621513,0.0,0.0,0.0
6788,-29.429890733367003,0.0,0.0,0.0
6789,-29.436581096907446,0.0,0.0,0.0
6790,-29.443272734291554,0.0,0.0,0.0
6791,-29.449965653560547,0.0,0.0,0.0
6792,-29.4566598627476,0.0,0.0,0.0
6793,-29.463355369877288,0.0,0.0,0.0
6794,-29.470052182965077,0.0,0.0,0.0
6795,-29.47675031001677,0.0,0.0,0.0
6796,-29.483449759027938,0.0,0.0,0.0
6797,-29.490150537983432,0.0,0.0,0.0
6798,-29.49685265485683,0.0,0.0,0.0
6799,-29.503556117609893,0.0,0.0,0.0
6800,-29.510260934192033,0.0,0.0,0.0
6801,-29.516967112539803,0.0,0.0,0.0
6802,-29.523674660576354,0.0,0.0,0.0
6803,-29.53038358621091,0.0,0.0,0.0
6804,-29.53709389733825,0.0,0.0,0.0
6805,-29.54380560183816,0.0,0.0,0.0
6806,-29.550518707574977,0.0,0.0,0.0
6807,-29.557233222396988,0.0,0.0,0.0
6808,-29.563949154135983,0.0,0.0,0.0
6809,-29.570666510606685,0.0,0.0,0.0
6810,-29.577385299606277,0.0,0.0,0.0
6811,-29.58410552891389,0.0,0.0,0.0
6812,-29.590827206290076,0.0,0.0,0.0
6813,-29.597550339476303,0.0,0.0,0.0
6814,-29.60427493619448,0.0,0.0,0.0
6815,-29.611001004146424,0.0,0.0,0.0
6816,-29.61772855101338,0.0,0.0,0.0
6817,-29.62445758445552,0.0,0.0,0.0
6818,-29.63118811211146,0.0,0.0,0.0
6819,-29.637920141597736,0.0,0.0,0.0
6820,-29.644653680508362,0.0,0.0,0.0
6821,-29.65138873641432,0.0,0.0,0.0
6822,-29.658125316863067,0.0,0.0,0.0
6823,-29.664863429378066,0.0,0.0,0.0
6824,-29.671603081458322,0.0,0.0,0.0
6825,-29.67834428057788,0.0,0.0,0.0
6826,-29.685087034185365,0.0,0.0,0.0
6827,-29.69183134970352,0.0,0.0,0.0
6828,-29.698577234528738,0.0,0.0,0.0
6829,-29.705324696030566,0.0,0.0,0.0
6830,-29.7120737415513,0.0,0.0,0.0
6831,-29.718824378405472,0.0,0.0,0.0
6832,-29.725576613879443,0.0,0.0,0.0
6833,-29.7323304552309,0.0,0.0,0.0
6834,-29.739085909688463,0.0,0.0,0.0
6835,-29.74584298445117,0.0,0.0,0.0
6836,-29.752601686688102,0.0,0.0,0.0
6837,-29.759362023537918,0.0,0.0,0.0
6838,-29.766124002108377,0.0,0.0,0.0
6839,-29.772887629475967,0.0,0.0,0.0
6840,-29.779652912685446,0.0,0.0,0.0
6841,-29.786419858749397,0.0,0.0,0.0
6842,-29.79318847464783,0.0,0.0,0.0
6843,-29.79995876732775,0.0,0.0,0.0
6844,-29.806730743702747,0.0,0.0,0.0
6845,-29.813504410652556,0.0,0.0,0.0
6846,-29.82027977502267,0.0,0.0,0.0
6847,-29.82705684362392,0.0,0.0,0.0
6848,-29.833835623232087,0.0,0.0,0.0
6849,-29.840616120587462,0.0,0.0,0.0
6850,-29.847398342394495,0.0,0.0,0.0
6851,-29.854182295321355,0.0,0.0,0.0
6852,-29.860967985999572,0.0,0.0,0.0
6853,-29.86775542102363,0.0,0.0,0.0
6854,-29.874544606950593,0.0,0.0,0.0
6855,-29.881335550299703,0.0,0.0,0.0
6856,-29.88812825755204,0.0,0.0,0.0
6857,-29.894922735150104,0.0,0.0,0.0
6858,-29.901718989497475,0.0,0.0,0.0
6859,-29.90851702695842,0.0,0.0,0.0
6860,-29.915316853857547,0.0,0.0,0.0
6861,-29.92211847647946,0.0,0.0,0.0
6862,-29.928921901068346,0.0,0.0,0.0
6863,-29.935727133827676,0.0,0.0,0.0
6864,-29.94253418091984,0.0,0.0,0.0
6865,-29.949343048465774,0.0,0.0,0.0
6866,-29.95615374254467,0.0,0.0,0.0
6867,-29.96296626919358,0.0,0.0,0.0
6868,-29.969780634407105,0.0,0.0,0.0
6869,-29.976596844137077,0.0,0.0,0.0
6870,-29.983414904292214,0.0,0.0,0.0
6871,-29.990234820737786,0.0,0.0,0.0
6872,-29.997056599295316,0.0,0.0,0.0
6873,-30.00388024574224,0.0,0.0,0.0
6874,-30.010705765811625,0.0,0.0,0.0
6875,-30.017533165191814,0.0,0.0,0.0
6876,-30.02436244952615,0.0,0.0,0.0
6877,-30.031193624412683,0.0,0.0,0.0
6878,-30.03802669540383,0.0,0.0,0.0
6879,-30.044861668006106,0.0,0.0,0.0
6880,-30.051698547679855,0.0,0.0,0.0
6881,-30.058537339838892,0.0,0.0,0.0
6882,-30.065378049850306,0.0,0.0,0.0
6883,-30.072220683034104,0.0,0.0,0.0
6884,-30.07906524466297,0.0,0.0,0.0
6885,-30.085911739962,0.0,0.0,0.0
6886,-30.0927601741084,0.0,0.0,0.0
6887,-30.099610552231248,0.0,0.0,0.0
6888,-30.10646287941122,0.0,0.0,0.0
6889,-30.11331716068033,0.0,0.0,0.0
6890,-30.120173401021678,0.0,0.0,0.0
6891,-30.127031605369197,0.0,0.0,0.0
6892,-30.133891778607406,0.0,0.0,0.0
6893,-30.14075392557118,0.0,0.0,0.0
6894,-30.147618051045463,0.0,0.0,0.0
6895,-30.154484159765097,0.0,0.0,0.0
6896,-30.161352256414546,0.0,0.0,0.0
6897,-30.16822234562767,0.0,0.0,0.0
6898,-30.175094431987503,0.0,0.0,0.0
6899,-30.181968520026054,0.0,0.0,0.0
6900,-30.18884461422406,0.0,0.0,0.0
6901,-30.195722719010767,0.0,0.0,0.0
6902,-30.20260283876376,0.0,0.0,0.0
6903,-30.20948497780871,0.0,0.0,0.0
6904,-30.216369140419186,0.0,0.0,0.0
6905,-30.223255330816475,0.0,0.0,0.0
6906,-30.23014355316936,0.0,0.0,0.0
6907,-30.237033811593932,0.0,0.0,0.0
6908,-30.243926110153417,0.0,0.0,0.0
6909,-30.250820452857972,0.0,0.0,0.0
6910,-30.257716843664507,0.0,0.0,0.0
6911,-30.264615286476534,0.0,0.0,0.0
6912,-30.271515785143933,0.0,0.0,0.0
6913,-30.278418343462857,0.0,0.0,0.0
6914,-30.28532296517549,0.0,0.0,0.0
6915,-30.292229653969933,0.0,0.0,0.0
6916,-30.299138413480037,0.0,0.0,0.0
6917,-30.30604924728523,0.0,0.0,0.0
6918,-30.312962158910373,0.0,0.0,0.0
6919,-30.31987715182562,0.0,0.0,0.0
6920,-30.326794229446254,0.0,0.0,0.0
6921,-30.333713395132545,0.0,0.0,0.0
6922,-30.340634652189635,0.0,0.0,0.0
6923,-30.34755800386738,0.0,0.0,0.0
6924,-30.354483453360224,0.0,0.0,0.0
6925,-30.361411003807078,0.0,0.0,0.0
6926,-30.368340658291185,0.0,0.0,0.0
6927,-30.37527241983999,0.0,0.0,0.0
6928,-30.382206291425057,0.0,0.0,0.0
6929,-30.389142275961902,0.0,0.0,0.0
6930,-30.396080376309946,0.0,0.0,0.0
6931,-30.403020595272352,0.0,0.0,0.0
6932,-30.409962935595935,0.0,0.0,0.0
6933,-30.41690739997108,0.0,0.0,0.0
6934,-30.42385399103163,0.0,0.0,0.0
6935,-30.43080271135479,0.0,0.0,0.0
6936,-30.437753563461037,0.0,0.0,0.0
6937,-30.444706549814022,0.0,0.0,0.0
6938,-30.451661672820535,0.0,0.0,0.0
6939,-30.458618934830348,0.0,0.0,0.0
6940,-30.4655783381362,0.0,0.0,0.0
6941,-30.47253988497368,0.0,0.0,0.0
6942,-30.479503577521186,0.0,0.0,0.0
6943,-30.48646941789985,0.0,0.0,0.0
6944,-30.493437408173452,0.0,0.0,0.0
6945,-30.50040755034839,0.0,0.0,0.0
6946,-30.507379846373592,0.0,0.0,0.0
6947,-30.514354298140486,0.0,0.0,0.0
6948,-30.521330907482927,0.0,0.0,0.0
6949,-30.528309676177173,0.0,0.0,0.0
6950,-30.535290605941803,0.0,0.0,0.0
6951,-30.542273698437707,0.0,0.0,0.0
6952,-30.54925895526803,0.0,0.0,0.0
6953,-30.55624637797815,0.0,0.0,0.0
6954,-30.563235968055622,0.0,0.0,0.0
6955,-30.570227726930142,0.0,0.0,0.0
6956,-30.57722165597358,0.0,0.0,0.0
6957,-30.584217756499882,0.0,0.0,0.0
6958,-30.59121602976508,0.0,0.0,0.0
6959,-30.598216476967277,0.0,0.0,0.0
6960,-30.605219099246632,0.0,0.0,0.0
6961,-30.61222389768533,0.0,0.0,0.0
6962,-30.619230873307586,0.0,0.0,0.0
6963,-30.62624002707964,0.0,0.0,0.0
6964,-30.633251359909746,0.0,0.0,0.0
6965,-30.640264872648167,0.0,0.0,0.0
6966,-30.647280566087197,0.0,0.0,0.0
6967,-30.654298440961135,0.0,0.0,0.0
6968,-30.661318497946322,0.0,0.0,0.0
6969,-30.668340737661126,0.0,0.0,0.0
6970,-30.675365160665976,0.0,0.0,0.0
6971,-30.68239176746336,0.0,0.0,0.0
6972,-30.68942055849785,0.0,0.0,0.0
6973,-30.69645153415613,0.0,0.0,0.0
6974,-30.703484694767003,0.0,0.0,0.0
6975,-30.71052004060144,0.0,0.0,0.0
6976,-30.717557571872597,0.0,0.0,0.0
6977,-30.724597288735822,0.0,0.0,0.0
6978,-30.731639191288735,0.0,0.0,0.0
6979,-30.73868327957124,0.0,0.0,0.0
6980,-30.745729553565564,0.0,0.0,0.0
6981,-30.7527780131963,0.0,0.0,0.0
6982,-30.75982865833045,0.0,0.0,0.0
6983,-30.766881488777482,0.0,0.0,0.0
6984,-30.773936504289363,0.0,0.0,0.0
6985,-30.78099370456063,0.0,0.0,0.0
6986,-30.78805308922842,0.0,0.0,0.0
6987,-30.79511465787256,0.0,0.0,0.0
6988,-30.80217841001559,0.0,0.0,0.0
6989,-30.80924434512285,0.0,0.0,0.0
6990,-30.81631246260252,0.0,0.0,0.0
6991,-30.823382761805732,0.0,0.0,0.0
6992,-30.83045524202657,0.0,0.0,0.0
6993,-30.83752990250221,0.0,0.0,0.0
6994,-30.844606742412942,0.0,0.0,0.0
6995,-30.851685760882265,0.0,0.0,0.0
6996,-30.858766956976975,0.0,0.0,0.0
6997,-30.865850329707236,0.0,0.0,0.0
6998,-30.872935878026635,0.0,0.0,0.0
6999,-30.880023600832324,0.0,0.0,0.0
7000,-30.88711349696506,0.0,0.0,0.0
7001,-30.894205565209294,0.0,0.0,0.0
7002,-30.901299804293295,0.0,0.0,0.0
7003,-30.90839621288921,0.0,0.0,0.0
7004,-30.91549478961318,0.0,0.0,0.0
7005,-30.922595533025422,0.0,0.0,0.0
7006,-30.929698441630336,-1485.740426137263,0.0,-859.0585855447829
7007,-30.936803513876608,-1485.740426137263,0.0,-859.0585855447829
7008,-30.9439107481573,-1485.740426137263,0.0,-859.0585855447829
7009,-30.95102014280998,-1485.740426137263,0.0,-859.0585855447829
7010,-30.95813169611679,-1485.740426137263,0.0,-859.0585855447829
7011,-30.965245406304604,-1485.740426137263,0.0,-859.0585855447829
7012,-30.97236127154509,-1485.740426137263,0.0,-859.0585855447829
7013,-30.979479289954863,-1485.740426137263,0.0,-859.0585855447829
7014,-30.98659945959557,-1485.740426137263,0.0,-859.0585855447829
7015,-30.993721778474026,-1485.740426137263,0.0,-859.0585855447829
7016,-31.000846244542316,-1485.740426137263,0.0,-859.0585855447829
7017,-31.007972855697947,-1485.740426137263,0.0,-859.0585855447829
7018,-31.015101609783912,-1485.740426137263,0.0,-859.0585855447829
7019,-31.02223250458888,-1485.740426137263,0.0,-859.0585855447829
7020,-31.02936553784727,-1485.740426137263,0.0,-859.0585855447829
7021,-31.036500707239412,-1485.740426137263,0.0,-859.0585855447829
7022,-31.043638010391646,-1485.740426137263,0.0,-859.0585855447829
7023,-31.050777444876488,-1485.740426137263,0.0,-859.0585855447829
7024,-31.057919008212735,-1485.740426137263,0.0,-859.0585855447829
7025,-31.065062697865606,-1485.740426137263,0.0,-859.0585855447829
7026,-31.072208511246885,-1485.740426137263,0.0,-859.0585855447829
7027,-31.07935644571504,-1485.740426137263,0.0,-859.0585855447829
7028,-31.086506498575382,-1485.740426137263,0.0,-859.0585855447829
7029,-31.09365866708022,-1485.740426137263,0.0,-859.0585855447829
7030,-31.10081294842894,-1485.740426137263,0.0,-859.0585855447829
7031,-31.107969339768214,-1485.740426137263,0.0,-859.0585855447829
7032,-31.115127838192127,-1485.740426137263,0.0,-859.0585855447829
7033,-31.122288440742295,-1485.740426137263,0.0,-859.0585855447829
7034,-31.129451144408065,-1485.740426137263,0.0,-859.0585855447829
7035,-31.136615946126614,-1485.740426137263,0.0,-859.0585855447829
7036,-31.143782842783125,-1485.740426137263,0.0,-859.0585855447829
7037,-31.150951831210946,-1485.740426137263,0.0,-859.0585855447829
7038,-31.158122908191732,-1485.740426137263,0.0,-859.0585855447829
7039,-31.165296070455586,-1485.740426137263,0.0,-859.0585855447829
7040,-31.17247131468126,-1485.740426137263,0.0,-859.0585855447829
7041,-31.17964863749627,-1485.740426137263,0.0,-859.0585855447829
7042,-31.186828035477077,-1485.740426137263,0.0,-859.0585855447829
7043,-31.19400950514924,-1485.740426137263,0.0,-859.0585855447829
7044,-31.20119304298757,-1485.740426137263,0.0,-859.0585855447829
7045,-31.208378645416325,-1485.740426137263,0.0,-859.0585855447829
7046,-31.21556630880935,-1485.740426137263,0.0,-859.0585855447829
7047,-31.222756029490228,-1485.740426137263,0.0,-859.0585855447829
7048,-31.22994780373249,-1485.740426137263,0.0,-859.0585855447829
7049,-31.237141627759737,-1485.740426137263,0.0,-859.0585855447829
7050,-31.244337497745853,-1485.740426137263,0.0,-859.0585855447829
7051,-31.251535409815148,-1485.740426137263,0.0,-859.0585855447829
7052,-31.258735360042532,-1485.740426137263,0.0,-859.0585855447829
7053,-31.265937344453693,-1485.740426137263,0.0,-859.0585855447829
7054,-31.273141359025285,-1485.740426137263,0.0,-859.0585855447829
7055,-31.280347399685073,-1485.740426137263,0.0,-859.0585855447829
7056,-31.28755546231215,-1485.740426137263,0.0,-859.0585855447829
7057,-31.294765542737057,-1485.740426137263,0.0,-859.0585855447829
7058,-31.30197763674203,-1485.740426137263,0.0,-859.0585855447829
7059,-31.309191740061124,-1485.740426137263,0.0,-859.0585855447829
7060,-31.316407848380425,-1485.740426137263,0.0,-859.0585855447829
7061,-31.323625957338223,-1485.740426137263,0.0,-859.0585855447829
7062,-31.330846062525186,-1485.740426137263,0.0,-859.0585855447829
7063,-31.33806815948456,-1485.740426137263,0.0,-859.0585855447829
7064,-31.345292243712343,-1485.740426137263,0.0,-859.0585855447829
7065,-31.352518310657477,-1485.740426137263,0.0,-859.0585855447829
7066,-31.35974635572202,-1485.740426137263,0.0,-859.0585855447829
7067,-31.366976374261355,-1485.740426137263,0.0,-859.0585855447829
7068,-31.374208361584373,-1485.740426137263,0.0,-859.0585855447829
7069,-31.381442312953638,-1485.740426137263,0.0,-859.0585855447829
7070,-31.388678223585607,-1485.740426137263,0.0,-859.0585855447829
7071,-31.395916088650814,-1485.740426137263,0.0,-859.0585855447829
7072,-31.403155903274055,-1485.740426137263,0.0,-859.0585855447829
7073,-31.410397662534574,-1485.740426137263,0.0,-859.0585855447829
7074,-31.417641361466295,-1485.740426137263,0.0,-859.0585855447829
7075,-31.424886995057946,-1485.740426137263,0.0,-859.0585855447829
7076,-31.432134558253328,-1485.740426137263,0.0,-859.0585855447829
7077,-31.439384045951467,-1485.740426137263,0.0,-859.0585855447829
7078,-31.446635453006813,-1485.740426137263,0.0,-859.0585855447829
7079,-31.453888774229473,-1485.740426137263,0.0,-859.0585855447829
7080,-31.461144004385346,-1485.740426137263,0.0,-859.0585855447829
7081,-31.468401138196384,-1485.740426137263,0.0,-859.0585855447829
7082,-31.475660170340756,-1485.740426137263,0.0,-859.0585855447829
7083,-31.482921095453058,-1485.740426137263,0.0,-859.0585855447829
7084,-31.490183908124507,-1485.740426137263,0.0,-859.0585855447829
7085,-31.497448602903162,-1485.740426137263,0.0,-859.0585855447829
7086,-31.504715174294095,-1485.740426137263,0.0,-859.0585855447829
7087,-31.51198361675962,-1485.740426137263,0.0,-859.0585855447829
7088,-31.519253924719475,-1485.740426137263,0.0,-859.0585855447829
7089,-31.526526092551055,-1485.740426137263,0.0,-859.0585855447829
7090,-31.53380011458959,-1485.740426137263,0.0,-859.0585855447829
7091,-31.54107598512834,-1485.740426137263,0.0,-859.0585855447829
7092,-31.548353698418854,-1485.740426137263,0.0,-859.0585855447829
7093,-31.555633248671107,-1485.740426137263,0.0,-859.0585855447829
7094,-31.562914630053754,-1485.740426137263,0.0,-859.0585855447829
7095,-31.570197836694327,-1485.740426137263,0.0,-859.0585855447829
7096,-31.577482862679418,-1485.740426137263,0.0,-859.0585855447829
7097,-31.58476970205494,-1485.740426137263,0.0,-859.0585855447829
7098,-31.59205834882625,-1485.740426137263,0.0,-859.0585855447829
7099,-31.599348796958456,-1485.740426137263,0.0,-859.0585855447829
7100,-31.606641040376555,-1485.740426137263,0.0,-859.0585855447829
7101,-31.613935072965685,-1485.740426137263,0.0,-859.0585855447829
7102,-31.62123088857129,-1485.740426137263,0.0,-859.0585855447829
7103,-31.62852848099938,-1485.740426137263,0.0,-859.0585855447829
7104,-31.635827844016706,-1485.740426137263,0.0,-859.0585855447829
7105,-31.643128971350986,-1485.740426137263,0.0,-859.0585855447829
7106,-31.650431856691107,-1485.740426137263,0.0,-859.0585855447829
7107,-31.657736493687363,-1485.740426137263,0.0,-859.0585855447829
7108,-31.66504287595162,-1485.740426137263,0.0,-859.0585855447829
7109,-31.672350997057574,-1485.740426137263,0.0,-859.0585855447829
7110,-31.679660850540944,-1485.740426137263,0.0,-859.0585855447829
7111,-31.686972429899672,-1485.740426137263,0.0,-859.0585855447829
7112,-31.694285728594167,-1485.740426137263,0.0,-859.0585855447829
7113,-31.701600740047496,-1485.740426137263,0.0,-859.0585855447829
7114,-31.708917457645594,-1485.740426137263,0.0,-859.0585855447829
7115,-31.716235874737507,-1485.740426137263,0.0,-859.0585855447829
7116,-31.72355598463556,-1485.740426137263,0.0,-859.0585855447829
7117,-31.730877780615614,-1485.740426137263,0.0,-859.0585855447829
7118,-31.738201255917264,-1485.740426137263,0.0,-859.0585855447829
7119,-31.74552640374405,-1485.740426137263,0.0,-859.0585855447829
